trial_id,worker_id,gpu,timestamp,duration_sec,status,count_mse,count_mae,best_conf,count_mse_true_mean,count_mse_pred_mean,n_val_images,mAP50,model,imgsz,batch,optimizer,lr0,lrf,momentum,weight_decay,warmup_epochs,cos_lr,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,fliplr,flipud,mosaic,mixup,copy_paste,erasing,close_mosaic,dropout,error
1776324936149_w0_0010,0,0,2026-04-16 02:35:36,56.86,ok,26.19607843137255,4.03921568627451,0.25,17.54901960784314,15.431372549019608,51,0.5526711315895892,yolo26n.pt,640,8,SGD,0.01,0.05,0.9,0.0001,1.0,False,2.0,2.0,2.5,0.0,0.9,0.4,15.0,0.0,0.25,0.5,0.1,0.5,0.25,0.0,0.4,10,0.0,
1776324993015_w0_0011,0,0,2026-04-16 02:36:33,60.74,ok,19.529411764705884,3.4901960784313726,0.2,17.54901960784314,17.862745098039216,51,0.7522977820876173,yolo26s.pt,800,16,SGD,0.003,0.01,0.85,0.0,5.0,True,7.5,0.25,0.5,0.05,0.9,0.4,5.0,0.1,0.8,0.5,0.1,0.0,0.25,0.5,0.4,0,0.0,
1776325053763_w0_0012,0,0,2026-04-16 02:37:33,89.13,ok,8.686274509803921,2.0588235294117645,0.25,17.54901960784314,17.92156862745098,51,0.848332907880646,yolo26s.pt,960,8,auto,0.02,0.005,0.85,0.0,5.0,False,2.0,1.0,1.5,0.015,0.9,0.2,5.0,0.1,0.25,0.5,0.1,0.0,0.1,0.0,0.0,5,0.2,
1776325142896_w0_0013,0,0,2026-04-16 02:39:02,244.59,ok,12.647058823529411,2.7254901960784315,0.1,17.54901960784314,18.11764705882353,51,0.7337854730936575,yolo26m.pt,1280,8,SGD,0.0001,0.05,0.937,0.0001,3.0,True,7.5,2.0,1.5,0.015,0.3,0.4,15.0,0.1,0.8,0.0,0.1,0.5,0.25,0.5,0.0,10,0.0,
1776325387488_w0_0014,0,0,2026-04-16 02:43:07,90.42,ok,35.333333333333336,4.9411764705882355,0.15,17.54901960784314,19.470588235294116,51,0.45612463574935946,yolo26n.pt,1280,16,SGD,0.0005,0.1,0.85,0.0,3.0,True,5.0,2.0,2.5,0.0,0.7,0.4,0.0,0.1,0.5,0.5,0.0,0.0,0.1,0.5,0.0,0,0.2,
1776325477914_w0_0015,0,0,2026-04-16 02:44:37,154.68,ok,8.392156862745098,2.3529411764705883,0.2,17.54901960784314,18.333333333333332,51,0.8428256852942824,yolo26m.pt,960,8,AdamW,0.0001,0.05,0.937,0.0001,5.0,False,10.0,0.25,1.5,0.0,0.5,0.6,15.0,0.2,0.5,0.5,0.1,0.5,0.25,0.5,0.0,20,0.2,
1776325632599_w0_0016,0,0,2026-04-16 02:47:12,89.8,ok,14.07843137254902,2.8627450980392157,0.2,17.54901960784314,17.274509803921568,51,0.7822134715148465,yolo26s.pt,960,16,SGD,0.0005,0.05,0.85,0.0005,3.0,False,5.0,0.5,0.5,0.0,0.3,0.4,5.0,0.0,0.25,0.5,0.0,0.5,0.25,0.5,0.2,10,0.2,
1776325722402_w0_0017,0,0,2026-04-16 02:48:42,48.4,ok,353.29411764705884,17.529411764705884,0.05,17.54901960784314,0.0196078431372549,51,0.2505671513925253,yolo26n.pt,800,32,SGD,0.0001,0.005,0.95,0.0001,1.0,True,5.0,0.25,2.5,0.015,0.7,0.6,15.0,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.2,5,0.0,
1776325770809_w0_0018,0,0,2026-04-16 02:49:30,50.62,ok,43.745098039215684,5.078431372549019,0.1,17.54901960784314,16.823529411764707,51,0.46560980295742116,yolo26n.pt,800,16,AdamW,0.0005,0.1,0.937,0.0005,3.0,True,7.5,1.0,1.5,0.05,0.5,0.4,15.0,0.1,0.8,0.5,0.1,1.0,0.0,0.0,0.2,10,0.1,
1776325821435_w0_0019,0,0,2026-04-16 02:50:21,64.01,ok,28.647058823529413,4.098039215686274,0.25,17.54901960784314,14.901960784313726,51,0.5344468786544733,yolo26n.pt,800,8,SGD,0.02,0.005,0.937,0.0,5.0,True,7.5,0.25,0.5,0.0,0.7,0.6,15.0,0.0,0.8,0.0,0.0,1.0,0.1,0.2,0.2,10,0.1,
1776325885453_w0_0020,0,0,2026-04-16 02:51:25,250.38,ok,8.72549019607843,2.176470588235294,0.2,17.54901960784314,17.607843137254903,51,0.8567516721085082,yolo26s.pt,1280,16,auto,0.02,0.1,0.937,0.0005,3.0,False,5.0,1.0,1.5,0.0,0.3,0.2,5.0,0.1,0.5,0.0,0.1,1.0,0.1,0.5,0.0,0,0.1,
